customer_id,first_name,last_name,email,phone,city,state,country,is_prime_member,created_timestamp,updated_timestamp,is_active
187,Oni,Chowdhury,jdoctor@example.net,9119148564,Shivpuri,Odisha,India,Y,2025-05-29 22:54:44,2025-10-01 22:54:44,Y
188,Urvashi,Barad,anyarau@example.org,9606530745,Naihati,Uttarakhand,India,Y,2022-06-16 13:22:56,2022-07-24 13:22:56,Y
189,Chavvi,Mukhopadhyay,vyanjana13@example.org,07546913736,Hazaribagh,West Bengal,India,Y,2024-08-01 23:37:05,2024-08-22 23:37:05,Y
190,Kashvi,Bhalla,dominicmukhopadhyay@example.net,6289023303,Sirsa,Arunachal Pradesh,India,Y,2025-07-17 00:11:02,2025-12-19 00:11:02,Y
191,Jalsa,Issac,jyoti78@example.com,1035797279,Hapur,Goa,India,N,2025-03-27 19:02:29,2025-07-20 19:02:29,Y
192,Aarna,Chana,ayaan60@example.org,3333468007,Malegaon,Punjab,India,Y,2025-08-25 07:52:12,2025-11-11 07:52:12,Y
193,Abhiram,Kapur,dalaja46@example.com,07437489691,Sasaram,Sikkim,India,Y,2022-11-05 07:23:28,2023-05-19 07:23:28,Y
194,Kavya,Mandal,hritik71@example.com,05444328309,Imphal,Sikkim,India,Y,2024-04-02 05:26:43,2024-09-18 05:26:43,Y
195,Logan,Bal,qmerchant@example.com,06099353875,Tirunelveli,Uttarakhand,India,Y,2023-06-25 00:28:39,2023-11-13 00:28:39,Y
196,Pratyush,Memon,sinhakabir@example.net,08251353465,Bhilwara,Odisha,India,N,2025-06-23 05:16:40,2025-10-16 05:16:40,Y
197,Chaitaly,Sheth,singhalchatresh@example.net,9917381684,Meerut,West Bengal,India,N,2023-12-21 04:07:08,2024-03-03 04:07:08,Y
198,Matthew,Devan,hemarout@example.net,02521752500,Panipat,Gujarat,India,Y,2025-11-11 15:01:46,2025-11-29 15:01:46,N
199,Om,Dutt,ichakrabarti@example.net,06667600835,Pondicherry,Tripura,India,Y,2023-09-07 14:28:11,2023-12-24 14:28:11,Y
200,Rayaan,Badami,kothariupkaar@example.net,04216894210,Ramagundam,Manipur,India,Y,2023-04-08 21:27:16,2023-06-15 21:27:16,Y
